itemID,item,type,category,choices,definition,uni_lemma,gloss,complexity_category,count
item_451,gustar,word,action_words,produces,gustar,,to like,,51
item_452,hacer,word,action_words,produces,hacer,,to do,,52
item_453,ir,word,action_words,produces,ir(se),go,go to,,53
item_454,jalar,word,action_words,produces,jalar,,pull,,54
item_455,jugar,word,action_words,produces,jugar,play,to play,,55
item_456,juntar,word,action_words,produces,juntar,,put together,,56
item_457,lastimar,word,action_words,produces,lastimar(se),,to hurt,,57
item_458,lavar,word,action_words,produces,lavar(se),wash,wash,,58
item_459,leer,word,action_words,produces,leer,read,read,,59
item_460,levntar,word,action_words,produces,levantar(se),,lift,,60
item_461,llevar,word,action_words,produces,llevar(se),take,carry,,61
item_462,llorar,word,action_words,produces,llorar,cry,mourn,,62
item_463,llover,word,action_words,produces,llover,,to rain,,63
item_464,meterse,word,action_words,produces,meter(se),put,get into,,64
item_465,mirar,word,action_words,produces,mirar,look,to see,,65
item_466,morder,word,action_words,produces,morder,bite,to bite,,66
item_467,nadar,word,action_words,produces,nadar,,to swim,,67
item_468,oir,word,action_words,produces,oír,,hear,,68
item_469,parar,word,action_words,produces,parar(se),stop,to stop,,69
item_470,patear,word,action_words,produces,patear,,to kick,,70
item_471,patinar,word,action_words,produces,patinar,,to skate,,71
item_472,pegar,word,action_words,produces,pegar(se),hit,to hit,,72
item_473,peinarse,word,action_words,produces,peinar(se),comb (action),to comb,,73
item_474,pensar,word,action_words,produces,pensar,,to think,,74
item_475,perder,word,action_words,produces,perder,,to waste,,75
item_476,pintar,word,action_words,produces,pintar,paint (action),to paint,,76
item_477,platicar,word,action_words,produces,platicar,,talk,,77
item_478,poder,word,action_words,produces,poder,can (auxiliary),be able to,,78
item_479,poner,word,action_words,produces,poner(se),put,put on,,79
item_480,prender,word,action_words,produces,prender,turn on,switch on,,80
item_481,quedar,word,action_words,produces,quedar(se),,stay,,81
item_482,quemar,word,action_words,produces,quemar(se),,burn down,,82
item_483,querer,word,action_words,produces,querer,wanna,want to,,83
item_484,quitarse,word,action_words,produces,quitar(se),,take off,,84
item_485,regalar,word,action_words,produces,regalar,,give away,,85
item_486,romper,word,action_words,produces,romper,break,to break,,86
item_487,saber,word,action_words,produces,saber,,to know,,87
item_488,sacar,word,action_words,produces,sacar,take out,put off,,88
item_489,salir,word,action_words,produces,salir(se),,going out,,89
item_490,saltar,word,action_words,produces,saltar,,to jump,,90
item_491,saludar,word,action_words,produces,saludar,,to greet,,91
item_492,sentar,word,action_words,produces,sentar(se),sit,sit,,92
item_493,soplar,word,action_words,produces,soplar,blow,to blow,,93
item_494,subir,word,action_words,produces,subir(se),climb,to go up,,94
item_495,tapar,word,action_words,produces,tapar,,to cover,,95
item_496,tener,word,action_words,produces,tener,have,to have,,96
item_497,terminar,word,action_words,produces,terminar,,to finish,,97
item_498,tirar,word,action_words,produces,tirar,throw,to throw,,98
item_499,tocar,word,action_words,produces,tocar,touch,to touch,,99
item_500,tomar,word,action_words,produces,tomar(se),take,to take,,100
item_501,traer,word,action_words,produces,traer(se),,to bring,,101
item_502,venir,word,action_words,produces,venir(se),,to come,,102
item_503,ver,word,action_words,produces,ver(se),see,to see,,103
item_504,estar,word,states,produces,estar,be,be,,1
item_505,habrhay,word,states,produces,haber (hay),,have,,2
item_506,ser,word,states,produces,ser,be,to be,,3
item_507,alto,word,descriptive_words,produces,alto,,high up,,1
item_508,amarillo,word,descriptive_words,produces,amarillo,yellow,yellow,,2
item_509,azul,word,descriptive_words,produces,azul,blue,blue,,3
item_510,blanco,word,descriptive_words,produces,blanco,,white,,4
item_511,bonita,word,descriptive_words,produces,bonita,pretty,pretty,,5
item_512,bueno,word,descriptive_words,produces,bueno,,okay,,6
item_513,caliente,word,descriptive_words,produces,caliente,hot,hot,,7
item_514,cansado,word,descriptive_words,produces,cansado,tired,tired,,8
item_515,chaparo,word,descriptive_words,produces,chaparro,,little one,,9
item_516,chico,word,descriptive_words,produces,chico,little (description),boy,,10
item_517,chulo,word,descriptive_words,produces,chulo,,cute,,11
item_518,descompu,word,descriptive_words,produces,descompuesto,,out-of-order,,12
item_519,despiert,word,descriptive_words,produces,despierto,,awake,,13
item_520,difernte,word,descriptive_words,produces,diferente,different,different,,14
item_521,dificil,word,descriptive_words,produces,difícil,hard,difficult,,15
item_522,duro,word,descriptive_words,produces,duro,,hard,,16
item_523,enfermo,word,descriptive_words,produces,enfermo,sick,sick,,17
item_524,enojado,word,descriptive_words,produces,enojado,angry,angry,,18
item_525,feliz,word,descriptive_words,produces,feliz,,happy,,19
item_526,feo,word,descriptive_words,produces,feo,ugly,ugly,,20
item_527,flaco,word,descriptive_words,produces,flaco,,skinny,,21
item_528,frio,word,descriptive_words,produces,frío,cold,cold,,22
item_529,fuchi,word,descriptive_words,produces,fuchi,yucky,yucky,,23
item_530,fuerte,word,descriptive_words,produces,fuerte,,strong,,24
item_531,gordo,word,descriptive_words,produces,gordo,,fat,,25
item_532,grande,word,descriptive_words,produces,grande,big,great,,26
item_533,guapo,word,descriptive_words,produces,guapo,cute,handsome,,27
item_534,hambre,word,descriptive_words,produces,hambre,hungry,hunger,,28
item_535,igual,word,descriptive_words,produces,igual,same,equal,,29
item_536,largo,word,descriptive_words,produces,largo,,long,,30
item_537,lento,word,descriptive_words,produces,lento,,slow,,31
item_538,limpio,word,descriptive_words,produces,limpio,clean (description),clean,,32
item_539,linda,word,descriptive_words,produces,linda,,cute,,33
item_540,lleno,word,descriptive_words,produces,lleno,full,full,,34
item_541,malo,word,descriptive_words,produces,malo,bad,bad,,35
item_542,mejor,word,descriptive_words,produces,mejor,,better off,,36
item_543,miedsust,word,descriptive_words,produces,miedo/susto,scared,scared,,37
item_544,mojado,word,descriptive_words,produces,mojado,,wet,,38
item_545,morado,word,descriptive_words,produces,morado,,purple,,39
item_546,negro,word,descriptive_words,produces,negro,,black,,40
item_547,nuevo,word,descriptive_words,produces,nuevo,new,new,,41
item_548,oscuro,word,descriptive_words,produces,oscuro,dark,dark,,42
item_549,pegajoso,word,descriptive_words,produces,pegajoso,,sticky,,43
item_550,pelgrso,word,descriptive_words,produces,peligroso,,dangerous,,44
item_551,pesado,word,descriptive_words,produces,pesado,heavy,heavy,,45
item_552,pobre,word,descriptive_words,produces,pobre,,poor,,46
item_553,primero,word,descriptive_words,produces,primero,,at first,,47
item_554,rapido1,word,descriptive_words,produces,rápido (descriptive),,fast,,48
item_555,rojo,word,descriptive_words,produces,rojo,red,red,,49
item_556,rosa,word,descriptive_words,produces,rosa,,pink,,50
item_557,roto,word,descriptive_words,produces,roto,broken,broken,,51
item_558,ruidoso,word,descriptive_words,produces,ruidoso,,noisy,,52
item_559,seco,word,descriptive_words,produces,seco,,dry,,53
item_560,suave,word,descriptive_words,produces,suave,soft,soft,,54
item_561,sucio,word,descriptive_words,produces,sucio,dirty,dirty,,55
item_562,tonto,word,descriptive_words,produces,tonto,,silly,,56
item_563,tranquil,word,descriptive_words,produces,tranquilo,,quiet,,57
item_564,travieso,word,descriptive_words,produces,travieso,,naughty,,58
item_565,triste,word,descriptive_words,produces,triste,sad,sad,,59
item_566,ultimo,word,descriptive_words,produces,último,,last one,,60
item_567,vacio,word,descriptive_words,produces,vacío,empty,empty,,61
item_568,verde,word,descriptive_words,produces,verde,green,green,,62
item_569,viejo,word,descriptive_words,produces,viejo,old,old,,63
item_570,ahorita,word,time_words,produces,ahorita/ahora,now,right now,,1
item_571,alrato,word,time_words,produces,al rato,,later,,2
item_572,antes,word,time_words,produces,antes,,before,,3
item_573,ayer,word,time_words,produces,ayer,yesterday,yesterday,,4
item_574,despues,word,time_words,produces,después,after,after,,5
item_575,dia,word,time_words,produces,día,day,day,,6
item_576,enlamana,word,time_words,produces,en la mañana,,in the morning,,7
item_577,enlanoch,word,time_words,produces,en la noche,,at night,,8
item_578,enlatard,word,time_words,produces,en la tarde,,in the afternoon,,9
item_579,hoy,word,time_words,produces,hoy,today,today,,10
item_580,manana,word,time_words,produces,mañana,tomorrow,tomorrow,,11
item_581,noche,word,time_words,produces,noche,night,night,,12
item_582,aquel,word,pronouns,produces,aquel,that,that,,1
item_583,aquela,word,pronouns,produces,aquella,that,that,,2
item_584,aquelas,word,pronouns,produces,aquellas,,those,,3
item_585,aquelos,word,pronouns,produces,aquellos,,those,,4
item_586,el1,word,pronouns,produces,él (pronouns),he,he,,5
item_587,ella,word,pronouns,produces,ella,her,she,,6
item_588,ellas,word,pronouns,produces,ellas,they,they,,7
item_589,ellos,word,pronouns,produces,ellos,they,they,,8
item_590,esa,word,pronouns,produces,esa,that,that,,9
item_591,esas,word,pronouns,produces,esas,those,those,,10
item_592,ese,word,pronouns,produces,ese,that,that,,11
item_593,eso,word,pronouns,produces,eso,that,that,,12
item_594,esos,word,pronouns,produces,esos,those,those,,13
item_595,esta,word,pronouns,produces,ésta,this,this,,14
item_596,estas,word,pronouns,produces,éstas,these,these,,15
item_597,este,word,pronouns,produces,éste,this,this,,16
item_598,esto,word,pronouns,produces,esto,this,this,,17
item_599,estos,word,pronouns,produces,éstos,these,these,,18
item_600,prole,word,pronouns,produces,le,it,you,,19
item_601,les,word,pronouns,produces,les,them,them,,20
item_602,lo,word,pronouns,produces,lo,him,the,,21
item_603,me,word,pronouns,produces,me,me,me,,22
item_604,mi,word,pronouns,produces,mí,,my,,23
item_605,mia,word,pronouns,produces,mía,mine,mine,,24
item_606,mias,word,pronouns,produces,mías,mine,mine,,25
item_607,mio,word,pronouns,produces,mío,mine,mine,,26
item_608,mios,word,pronouns,produces,míos,mine,mine,,27
item_609,nosotros,word,pronouns,produces,nosotros,,we,,28
item_610,nuestro,word,pronouns,produces,nuestro,,our,,29
item_611,se,word,pronouns,produces,se,self,self,,30
item_612,su,word,pronouns,produces,su,his,his,,31
item_613,suya,word,pronouns,produces,suya,,yours,,32
item_614,suyas,word,pronouns,produces,suyas,,theirs,,33
item_615,suyo,word,pronouns,produces,suyo,,yours,,34
item_616,suyos,word,pronouns,produces,suyos,,yours,,35
item_617,te2,word,pronouns,produces,te (pronouns),,you,,36
item_618,ti,word,pronouns,produces,tí,,you,,37
item_619,tu,word,pronouns,produces,tú,you,you,,38
item_620,tuya,word,pronouns,produces,tuya,your,yours,,39
item_621,tuyas,word,pronouns,produces,tuyas,your,yours,,40
item_622,tuyo,word,pronouns,produces,tuyo,your,yours,,41
item_623,tuyos,word,pronouns,produces,tuyos,your,yours,,42
item_624,yo,word,pronouns,produces,yo,i,I,,43
item_625,como,word,question_words,produces,cómo,how,as,,1
item_626,cual,word,question_words,produces,cuál,which (question),which,,2
item_627,cuando,word,question_words,produces,cuándo,,when,,3
item_628,donde,word,question_words,produces,dónde,where (question),where,,4
item_629,porque,word,question_words,produces,por qué,why,why,,5
item_630,que1,word,question_words,produces,qué (question_words),what,what,,6
item_631,quien,word,question_words,produces,quién,who,who,,7
item_632,a,word,prepositions,produces,a,,to,,1
item_633,con,word,prepositions,produces,con,,with,,2
item_634,de,word,prepositions,produces,de,,of,,3
item_635,el2,word,prepositions,produces,el (propositions),,the,,4
item_636,en,word,prepositions,produces,en,,in,,5
item_637,entre,word,prepositions,produces,entre,,in between,,6
item_638,la,word,prepositions,produces,la,,the,,7
item_639,las,word,prepositions,produces,las,,the,,8
item_640,los,word,prepositions,produces,los,,the,,9
item_641,para,word,prepositions,produces,para,,for,,10
item_642,pero,word,prepositions,produces,pero,,but,,11
item_643,un,word,prepositions,produces,un,,a,,12
item_644,una,word,prepositions,produces,una,,a,,13
item_645,unas,word,prepositions,produces,unas,,some,,14
item_646,unos,word,prepositions,produces,unos,,some,,15
item_647,asi,word,quantifiers,produces,así,,so,,1
item_648,bien,word,quantifiers,produces,bien,,all right,,2
item_649,despacio,word,quantifiers,produces,despacio,,slowly,,3
item_650,mal,word,quantifiers,produces,mal,,wrong,,4
item_651,mas,word,quantifiers,produces,más,more,more,,5
item_652,mucho,word,quantifiers,produces,mucho,a lot,a lot,,6
item_653,nada,word,quantifiers,produces,nada,nothing,nothing,,7
item_654,no,word,quantifiers,produces,no,,do not,,8
item_655,nohay,word,quantifiers,produces,no hay,none,there is no,,9
item_656,otravez,word,quantifiers,produces,otro/otra vez,again,again,,10
item_657,pocquito,word,quantifiers,produces,poco/poquito,,a little bit,,11
item_658,rapido2,word,quantifiers,produces,rápido (quantifiers),,quickly,,12
item_659,si,word,quantifiers,produces,sí,,yes,,13
item_660,todo,word,quantifiers,produces,todo,all,all,,14
item_661,ya,word,quantifiers,produces,ya,already,already,,15
item_662,abajo,word,locations,produces,abajo,down,down below,,1
item_663,adentro,word,locations,produces,adentro,inside,in,,2
item_664,afuera,word,locations,produces,afuera,out,outside,,3
item_665,ahi,word,locations,produces,ahí,there,there,,4
item_666,alla,word,locations,produces,allá,,there,,5
item_667,alli,word,locations,produces,allí,,there,,6
item_668,aqui,word,locations,produces,aquí,here,here,,7
item_669,arriba,word,locations,produces,arriba,up,up,,8
item_670,atras,word,locations,produces,atrás,back (location),behind,,9
item_671,cerca,word,locations,produces,cerca,,near,,10
item_672,encima,word,locations,produces,encima,on,above,,11
item_673,enfrente,word,locations,produces,enfrente,,in front,,12
item_674,lejos,word,locations,produces,lejos,,far away,,13
item_675,entonces,word,connecting_words,produces,entonces,,then,,1
item_676,luego,word,connecting_words,produces,luego,,later,,2
item_677,o,word,connecting_words,produces,o,,or,,3
item_678,pues,word,connecting_words,produces,pues,,for,,4
item_679,que2,word,connecting_words,produces,que (connection word),,that,,5
item_680,y,word,connecting_words,produces,y,,and,,6
item_681,habpas,usage,how_use_words,not yet; sometimes; often,"¿Su hijo/a habla de situaciones del pasado? Por ejemplo, si una días antes fueron al circo y vieron un payaso, ¿lo menciona después?",,,,
item_682,habnovel,usage,how_use_words,not yet; sometimes; often,"¿Su hijo/a habla sobre objetos que no están presentes? Por ejemplo, ¿pide un juguete favorito o un alimento o pregunta por una persona cuando no la puede ver?",,,,
item_683,usefuture,usage,how_use_words,not yet; sometimes; often,"¿Su hijo/a habla de situaciones que van a suceder en el futuro? Por ejemplo, al ponerse el suéter, ¿dice que va a ir a los columpios o le platica a otra persona que va a ver a sue abuelita?",,,,
item_684,misscomp,usage,how_use_words,not yet; sometimes; often,"¿Su hijo/a entiende cuando le piden que traiga algo de otro cuarto? Por ejemplo, si le preguntan, “¿dónde está tu pelota?” ¿el niño/a va a buscarla a otro cuarto?",,,,
item_685,dicenombre,usage,how_use_words,not yet; sometimes; often,"¿Al señalar o tomar un objeto, su hijo/a dice el nombre de la persona a la que pertenece aunque esa persona no esté presente? Por ejemplo, ¿encuentra los lentes de su papá y dice “papá”?",,,,
item_686,pracabo,word_forms,word_forms_prese,produces,acabo (present),,(I) end (present),,
item_687,pracabas,word_forms,word_forms_prese,produces,acabas (present),,(you) end (present),,
item_688,pracaba,word_forms,word_forms_prese,produces,acaba (present),,(he) ends (present),,
item_689,pracabms,word_forms,word_forms_prese,produces,acabamos (present),,(we) end (present),,
item_690,prcomo,word_forms,word_forms_prese,produces,como (present),,(I) eat (present),,
item_691,prcomes,word_forms,word_forms_prese,produces,comes (present),,(you) eat (present),,
item_692,prcome,word_forms,word_forms_prese,produces,come (present),,(he) eats (present),,
item_693,prcomems,word_forms,word_forms_prese,produces,comemos (present),,(we) eat (present),,
item_694,prsubo,word_forms,word_forms_prese,produces,subo (present),,(I) rise (present),,
item_695,prsubes,word_forms,word_forms_prese,produces,subes (present),,(you) rise (present),,
item_696,prsube,word_forms,word_forms_prese,produces,sube (present),,(he) rises (present),,
item_697,prsubims,word_forms,word_forms_prese,produces,subimos (present),,(we) rise (present),,
item_698,paacabe,word_forms,word_forms_suced,produces,acabé (past),,(I) ended (past),,
item_699,paacabo,word_forms,word_forms_suced,produces,acabó (past),,(he) ended (past),,
item_700,pacomi,word_forms,word_forms_suced,produces,comí (past),,(I) ate (past),,
item_701,pacomio,word_forms,word_forms_suced,produces,comió (past),,(he) ate (past),,
item_702,pasubi,word_forms,word_forms_suced,produces,subí (past),,(I) rose (past),,
item_703,pasubio,word_forms,word_forms_suced,produces,subió (past),,(he) rose (past),,
item_704,iacaba,word_forms,word_forms_orden,produces,acaba (imperative),,finish (imperative),,
item_705,iacabate,word_forms,word_forms_orden,produces,acábate (imperative),,finish your (imperative),,
item_706,icome,word_forms,word_forms_orden,produces,come (imperative),,eat (imperative),,
item_707,icomete,word_forms,word_forms_orden,produces,cómete (imperative),,eat your (imperative),,
item_708,isube,word_forms,word_forms_orden,produces,sube (imperative),,rise (imperative),,
item_709,isubete,word_forms,word_forms_orden,produces,súbete (imperative),,rise (imperative),,
item_710,scombine,combine,combine,not yet; sometimes; often,"¿Su hijo/a ya empezó a combinar palabras, como “papá coche” o “más agua”?",,,,
item_example1,combination_example1,combination_examples,combination_examples,,,,,,
item_example2,combination_example2,combination_examples,combination_examples,,,,,,
item_example3,combination_example3,combination_examples,combination_examples,,,,,,
item_710,cmplx01,complexity,complexity,simple; complex,nene quiere / quiero paleta,,baby wants / I want lollipop,syntax,
item_711,cmplx02,complexity,complexity,simple; complex,tuyo esto / este es tuyo,,yours this / this is yours,syntax,
item_712,cmplx03,complexity,complexity,simple; complex,Tito malo / soy malo,,Tito bad / I'm bad,syntax,
item_713,cmplx04,complexity,complexity,simple; complex,Pepe uvas / quiero uvas,,Pepe grapes / I want grapes,syntax,
item_714,cmplx05,complexity,complexity,simple; complex,agua vamos / vamos al agua,,water let / let the water,syntax,
item_715,cmplx06,complexity,complexity,simple; complex,a silla / en la silla,,to chair / in the chair,syntax,
item_716,cmplx07,complexity,complexity,simple; complex,pollo no / no quiero pollo,,chicken not / I do not want chicken,syntax,
item_717,cmplx08,complexity,complexity,simple; complex,Paloma llorando / Paloma está llorando,,Paloma crying / Paloma is crying,syntax,
item_718,cmplx09,complexity,complexity,simple; complex,mío lápiz / éste es mi lápiz,,my pen / this is my pen,syntax,
item_719,cmplx10,complexity,complexity,simple; complex,más leche / dame más leche,,more milk / gimme more milk,syntax,
item_720,cmplx11,complexity,complexity,simple; complex,papo mami / el zapato es de mami,,shoe Mommy / the shoe is Mommy's,syntax,
item_721,cmplx12,complexity,complexity,simple; complex,no aquí / ése no está aquí,,not here / that is not here,syntax,
item_722,cmplx13,complexity,complexity,simple; complex,rompió globo / se rompió el globo,,broke balloon / the balloon broke,syntax,
item_723,cmplx14,complexity,complexity,simple; complex,leche caliente / la leche está caliente,,hot milk / milk is hot,syntax,
item_724,cmplx15,complexity,complexity,simple; complex,duele panza / me duele la panza,,hurt tummy / my tummy hurts,syntax,
item_725,cmplx16,complexity,complexity,simple; complex,guaguá grande / tengo un perro grande,,Woof woof big / I have a big dog,syntax,
item_726,cmplx17,complexity,complexity,simple; complex,calle allá está / allá está la calle,,Street there is / there is the street,syntax,
item_727,cmplx18,complexity,complexity,simple; complex,puse a mano / lo puse en mi mano,,I put hand / I put it in my hand,syntax,
item_728,cmplx19,complexity,complexity,simple; complex,acabó agua / se me acabó el agua,,finished water / I ran out of water,syntax,
item_729,cmplx20,complexity,complexity,simple; complex,fue casa / se fue a su casa,,went home / he went home,syntax,
item_730,cmplx21,complexity,complexity,simple; complex,silla subir / me quiero subir a la silla,,chair up / I want to climb the chair,syntax,
item_731,cmplx22,complexity,complexity,simple; complex,Marta papá / quiero ir con papá,,Dad go / want to go with dad,syntax,
item_732,cmplx23,complexity,complexity,simple; complex,bravo Tello circo / dije bravo en el circo,,bravo said circus / I said bravo at the circus,syntax,
item_733,cmplx24,complexity,complexity,simple; complex,papá calle / papá se fue a trabajar,,Street Dad / Dad went to work,syntax,
item_734,cmplx25,complexity,complexity,simple; complex,ya puse / ya se lo puse,,I already put / and I put it,syntax,
item_735,cmplx26,complexity,complexity,simple; complex,Chalo osito coche / Chalo dejó el osito en el coche,,Chalo teddy bear car / Chalo left the teddy bear in the car,syntax,
item_736,cmplx27,complexity,complexity,simple; complex,lápiz dibujar / dibujo con el lápiz,,pencil drawing / drawing with pencil,syntax,
item_737,cmplx28,complexity,complexity,simple; complex,ya pinté / ya acabé de pintar,,and I painted / and I finished painting,syntax,
item_738,cmplx29,complexity,complexity,simple; complex,nene rompió bici Danny / el niño rompió la bici de Danny,,baby broke Danny bike / the boy broke Danny's bike,syntax,
item_739,cmplx30,complexity,complexity,simple; complex,pone no / no lo pongas,,puts no / do not put,syntax,
item_740,cmplx31,complexity,complexity,simple; complex,vamos comer papas carne / vamos a comer papas y carne,,we eat potatoes meat / we eat potatoes and meat,syntax,
item_741,cmplx32,complexity,complexity,simple; complex,niño llora cayó / el niño llora porque se cayó,,child cries fell / child cries because he fell,syntax,
item_742,cmplx33,complexity,complexity,simple; complex,mamá nene compra / mamá y nene fueron a comprar,,mom baby buy / mom and baby went to buy,syntax,
item_743,cmplx34,complexity,complexity,simple; complex,abre dame galleta / abre la caja y dame una galleta,,gimme cookie open / open the box and give me a cookie,syntax,
item_744,cmplx35,complexity,complexity,simple; complex,no toca; quemas / no lo toques porque te quemas,,not touch; burning / do not touch it because you burn,syntax,
item_745,cmplx36,complexity,complexity,simple; complex,quiero libro papá / quiero el libra que compró papá,,l want Dad book / I want the book Dad bought,syntax,
item_746,cmplx37,complexity,complexity,simple; complex,pongo agua flores / pongo agua para que crezcan las flores,,put water flowers / put water to grow flowers,syntax,
